Title,Link,Views,Top Answer
"Bonding in diatomic C2, a carbon-carbon quadruple bond?",https://chemistry.stackexchange.com/questions/594/bonding-in-diatomic-c2-a-carbon-carbon-quadruple-bond,42k,"Okay, this is not so much of an answer as it is a summary of my own progress on this topic after giving it some thought. I don't think it's a settled debate in the community yet, so I don't feel so much ashamed about it :)
A few of the things worthy of note are:

The bond energy found by the authors for this fourth bond is $\pu{13.2 kcal/mol}$, i.e. about $\pu{55 kJ/mol}$. This is very weak for a covalent bond. You can compare it to other values here, or to the energies of the first three bonds in triple-bonded carbon, which are respectively $348, 266$, and $\pu{225 kJ/mol}$. This fourth bond is actually even weaker than the strongest of hydrogen bonds ($\ce{F\bond{...}H–F}$, at $\pu{160 kJ/mol}$). Another point of view on this article could thus be: “valence bond necessarily predicts a quadruple bond, and it was now precisely calculated and found to be quite weak.”

The findings of this article are consistent with earlier calculations using other quantum chemistry methods (e.g. the DFT calculations in ref. 48 of the Nature Chemistry paper) which have found a bond order between 3 and 4 for molecular dicarbon.

However, the existence of this quadruple bonds is somewhat at odds with the cohesive energy of gas-phase dicarbon, which according to Wikipedia is $\pu{6.32 eV}$, i.e. $\pu{609 kJ/mol}$. This latter value is much more in line with typical double bonds, reported at an average of $\pu{614 kJ/mol}$. This is still a bit of a misery to me…"
Ortho-effect in substituted aromatic acids and bases,https://chemistry.stackexchange.com/questions/7683/ortho-effect-in-substituted-aromatic-acids-and-bases,53k,"Want to improve this post? Provide detailed answers to this question, including citations and an explanation of why your answer is correct. Answers without enough detail may be edited or deleted.
                                
                            






I'd like to throw a tentative explanation for the ortho effect into the ring:

In the molecules in question, an interaction between the protons of the methyl group and the lone pair of the amine nitrogen and the negative charge on the carboxylate, respectively,  can be assumed.
In the first case, the electron density on the N atom is (slightly) reduced and thus the basicity of o-toluidine.
In the latter case, a similar interaction provides additional stabilisation of the carboxylate. As a result, o-toluic acid is more acidic than the isomers."
Why is it wrong to use the concept of hybridization for transition metal complexes?,https://chemistry.stackexchange.com/questions/76726/why-is-it-wrong-to-use-the-concept-of-hybridization-for-transition-metal-complex,12k,"Tetrahedral complexes
Let's consider, for example, a tetrahedral $\ce{Ni(II)}$ complex ($\mathrm{d^8}$), like $\ce{[NiCl4]^2-}$. According to hybridisation theory, the central nickel ion has $\mathrm{sp^3}$ hybridisation, the four $\mathrm{sp^3}$-type orbitals are filled by electrons from the chloride ligands, and the $\mathrm{3d}$ orbitals are not involved in bonding.

Already there are several problems with this interpretation. The most obvious is that the $\mathrm{3d}$ orbitals are very much involved in (covalent) bonding: a cursory glance at a MO diagram will show that this is the case. If they were not involved in bonding at all, they should remain degenerate, which is obviously untrue; and even if you bring in crystal field theory (CFT) to say that there is an ionic interaction, it is still not sufficient.
If accuracy is desired, the complex can only really be described by a full MO diagram. One might ask why we should believe the MO diagram over the hybridisation picture. The answer is that there is a wealth of experimental evidence, especially electronic spectroscopy ($\mathrm{d-d^*}$ transitions being the most obvious example), and magnetic properties, that is in accordance with the MO picture and not the hybridisation one. It is simply impossible to explain many of these phenomena using this $\mathrm{sp^3}$ model.
Lastly, hybridisation alone cannot explain whether a complex should be tetrahedral ($\ce{[NiCl4]^2-}$) or square planar ($\ce{[Ni(CN)4]^2-}$, or $\ce{[PtCl4]^2-}$). Generally the effect of the ligand, for example, is explained using the spectrochemical series. However, hybridisation cannot account for the position of ligands in the spectrochemical series! To do so you would need to bring in MO theory.

Octahedral complexes
Moving on to $\ce{Ni(II)}$ octahedral complexes, like $\ce{[Ni(H2O)6]^2+}$, the typical explanation is that there is $\mathrm{sp^3d^2}$ hybridisation. But all the $\mathrm{3d}$ orbitals are already populated, so where do the two $\mathrm{d}$ orbitals come from? The $\mathrm{4d}$ set, I suppose.

The points raised above for tetrahedral case above still apply here. However, here we have something even more criminal: the involvement of $\mathrm{4d}$ orbitals in bonding. This is simply not plausible, as these orbitals are energetically inaccessible. On top of that, it is unrealistic to expect that electrons will be donated into the $\mathrm{4d}$ orbitals when there are vacant holes in the $\mathrm{3d}$ orbitals.
For octahedral complexes where there is the possibility for high- and low-spin forms (e.g., $\mathrm{d^5}$ $\ce{Fe^3+}$ complexes), hybridisation theory becomes even more misleading:

Hybridisation theory implies that there is a fundamental difference in the orbitals involved in metal-ligand bonding for the high- and low-spin complexes. However, this is simply not true (again, an MO diagram will illustrate this point). And the notion of $\mathrm{4d}$ orbitals being involved in bonding is no more realistic than it was in the last case, which is to say, utterly unrealistic. In this situation, one also has the added issue that hybridisation theory provides no way of predicting whether a complex is high- or low-spin, as this again depends on the spectrochemical series.

Summary
Hybridisation theory, when applied to transition metals, is both incorrect and inadequate.
It is incorrect in the sense that it uses completely implausible ideas ($\mathrm{3d}$ metals using $\mathrm{4d}$ orbitals in bonding) as a basis for describing the metal complexes. That alone should cast doubt on the entire idea of using hybridisation for the $\mathrm{3d}$ transition metals.
However, it is also inadequate in that it does not explain the rich chemistry of the transition metals and their complexes, be it their geometries, spectra, reactivities, or magnetic properties. This prevents it from being useful even as a predictive model.

What about other chemical species?
You mentioned that hybridisation works well for ""other compounds."" That is really not always the case, though. For simple compounds like water, etc. there are already issues associated with the standard VSEPR/hybridisation theory. Superficially, the $\mathrm{sp^3}$ hybridisation of oxygen is consistent with the observed bent structure, but that's just about all that can be explained. The photoelectron spectrum of water shows very clearly that the two lone pairs on oxygen are inequivalent, and the MO diagram of water backs this up. Apart from that, hybridisation has absolutely no way of explaining the structures of boranes; Wade's rules do a much better job with the delocalised bonding.
And these are just Period 2 elements - when you go into the chemistry of the heavier elements, hybridisation generally becomes less and less useful a concept. For example, hypervalency is a huge problem: $\ce{SF6}$ is claimed to be $\mathrm{sp^3d^2}$ hybridised, but in fact $\mathrm{d}$-orbital involvement in bonding is negligible. On the other hand, non-hypervalent compounds, such as $\ce{H2S}$, are probably best described as unhybridised - what happened to the theory that worked so well for $\ce{H2O}$? It just isn't applicable here, for reasons beyond the scope of this post.
There is probably one scenario in which it is really useful, and that is when describing organic compounds. The reason for this is because tetravalent carbon tends to conform to the simple categories of $\mathrm{sp}^n$ $(n \in \{1, 2, 3\})$; we don't have the same teething issues with $\mathrm{d}$-orbitals that have been discussed above. But there are caveats. For example, it is important to recognise that it is not atoms that are hybridised, but rather orbitals: for example, each carbon in cyclopropane uses $\mathrm{sp^5}$ orbitals for the $\ce{C-C}$ bonds and $\mathrm{sp^2}$ orbitals for the $\ce{C-H}$ bonds.
The bottom line is that every model that we use in chemistry has a range of validity, and we should be careful not to use a model in a context where it is not valid. Hybridisation theory is not valid in the context of transition metal complexes, and should not be used as a means of explaining their structure, bonding, and properties."
Why would breathing pure oxygen be a bad idea?,https://chemistry.stackexchange.com/questions/61406/why-would-breathing-pure-oxygen-be-a-bad-idea,26k,"The other answers here, describing oxygen toxicity are telling what can go wrong if you have too much oxygen, but they are not describing two important concepts that should appear with their descriptions. Also, there is a basic safety issue with handling pressure tanks of high oxygen fraction.
An important property of breathed oxygen is its partial pressure. At normal conditions at sea level, the partial pressure of oxygen is about 0.21 atm. This is compatible with the widely known estimate that the atmosphere is about 78% nitrogen, 21% oxygen, and 1% ""other"". Partial pressures are added to give total pressure; this is Dalton's Law. As long as you don't use toxic gasses, you can replace the nitrogen and ""other"" with other gasses, like Helium, as long as you keep the partial pressure of oxygen near 0.21, and breathe the resulting mixtures without adverse effects.
There are two hazards that can be understood by considering the partial pressure of oxygen. If the partial pressure drops below about 0.16 atm, a normal person experiences hypoxia. This can happen by entering a room where oxygen has been removed. For instance, entering a room which has a constant source of nitrogen constantly displacing the room air, lowering the concentration -- and partial pressure -- of oxygen. Another way is to go to the tops of tall mountains. The total atmospheric pressure is lowered and the partial pressure of oxygen can be as low as 0.07 atm (summit of Mt. Everest) which is why very high altitude climbing requires carrying additional oxygen. Yet a third way is ""horsing around"" with Helium tanks -- repeatedly inhaling helium to produce very high pitched voices deprives the body of oxygen and the partial pressure of dissolved oxygen in the body falls, perhaps leading to loss of consciousness.
Alternatively, if the partial pressure rises above about 1.4 atm, a normal person experiences hyperoxia which can lead to oxygen toxicity (described in the other answers). At 1.6 atm the risk of central nervous system oxygen toxicity is very high. So, don't regulate the pressure that high? There's a problem. If you were to make a 10-foot long snorkel and dive to the bottom of a swimming pool to use it, you would fail to inhale. The pressure of air at your mouth would be about 1 atm, because the 10-foot column of air in the snorkel doesn't weigh very much. The pressure of water trying to squeeze the air out of you (like a tube of toothpaste) is about 1.3 atm. Your diaphragm is not strong enough to overcome the squeezing and fill your lungs with air. Divers overcome this problem by using a regulator (specifically, a demand valve), which allows the gas pressure at the outlet to be very near that of the ambient pressure. The principle job of the regulator is to reduce the very high pressure inside the tank to a much lower pressure at the outlet. The demand valve tries to only supply gas when the diver inhales and tries to supply it at very nearly ambient pressure. Notice that at depth the ambient pressure can be much greater than 1 atm, increasing by about 1 atm per 10 m (or 33 feet). If the regulator were to supply normal air at 2 atm pressure, the partial pressure of oxygen would be 0.42 atm. If at 3 atm, 0.63 atm. So as a diver descends, the partial pressure of oxygen automatically increases as a consequence of having to increase the gas pressure to allow the diver to inflate their lungs. Around 65 m (220 ft), the partial pressure of oxygen in an ""air mix"" would be high enough to risk hyperoxia and other dangerous consequences.
Now imagine a gas cylinder containing 100% oxygen. If we breathe from it at the surface, the partial pressure of oxygen is 1 atm -- high, but not dangerous. At a depth of 10 m, the partial pressure of supplied oxygen is 2 atm -- exceeding acceptable exposure limits. This is a general pattern -- raising the oxygen fraction of diving gasses decreases the maximum diving depth.
And you can't lower the partial pressure much because the lower limit, 0.16 atm, isn't that much lower than the 0.21 atm of sea level atmosphere.
One general category of solutions is to change gas mixes at various depths. This is complicated, requires a great deal of planning, and is outside the scope of your question. But it is certainly not as straightforward as just simplifying the gas mixtures or just raising the partial pressure of oxygen.
Additionally, compressed oxygen is a relatively annoying gas to work with. It is not itself flammable, but it makes every nearby organic thing flammable. For instance using grease or oil on or near an oxygen fitting risks spontaneously igniting the grease or oil. Merely having grease on your hand while handling oxygen refilling gear (with a small leak) can burn your hand."
Could a magnet pull oxygen out of the air?,https://chemistry.stackexchange.com/questions/33994/could-a-magnet-pull-oxygen-out-of-the-air,19k,"I'm a physicist, so apologies if the answer below is in a foreign language;  but this was too interesting of a problem to pass up.  I'm going to focus on a particular question:  If we have oxygen and nothing else in a box, how strong does the magnetic field need to be to concentrate the gas in a region?  The TL;DR is that thermal effects are going to make this idea basically impossible.
The force on a magnetic dipole $\vec{m}$ is $\vec{F} = \vec{\nabla}(\vec{m} \cdot \vec{B})$, where $\vec{B}$ is the magnetic field.  Let us assume that the dipole moment of the oxygen molecule is proportional to the magnetic field at that point:  $\vec{m} = \alpha \vec{B}$, where $\alpha$ is what we might call the ""molecular magnetic susceptibility.""  Then we have $\vec{F} = \vec{\nabla}(\alpha \vec{B} \cdot \vec{B})$.  But potential energy is given by $\vec{F} = - \vec{\nabla} U$;  which implies that an oxygen molecule moving in a magnetic field acts as though it has a potential energy $U(\vec{r}) = - \alpha B^2$.
Now, if we're talking about a sample of gas at a temperature $T$, then the density of the oxygen molecules in equilibrium will be proportional to the Boltzmann factor:
$$
\rho(\vec{r}) \propto \mathrm e^{-U(\vec{r})/kT} = \mathrm e^{-\alpha B^2/kT} 
$$
In the limit where $kT \gg \alpha B^2$, this exponent will be close to zero, and the density will not vary significantly from point to point in the sample.  To get a significant difference in the density of oxygen from point to point, we have to have $\alpha B^2 \gtrsim kT$;  in other words, the magnetic potential energy must comparable to (or greater than) the thermal energy of the molecules, or otherwise random thermal motions will cause the oxygen to diffuse out of the region of higher magnetic field.
So how high does this have to be?  The $\alpha$ we have defined above is approximately related to the molar magnetic susceptibility by $\chi_\text{mol} \approx \mu_0 N_\mathrm A \alpha$; and so we have1
$$
\chi_\text{mol} B^2 \gtrsim \mu_0 RT
$$
and so we must have
$$
B \gtrsim \sqrt{\frac{\mu_0 R T}{\chi_\text{mol}}}.
$$
If you believe Wikipedia, the molar susceptibility of oxygen gas is $4.3 \times 10^{-8}\ \text{m}^3/\text{mol}$;  and plugging in the numbers, we get a requirement for a magnetic field of
$$
B \gtrsim \pu{258 T}.
$$
This is over five times stronger than the strongest continuous magnetic fields ever produced, and 25–100 times stronger than most MRI machines.  Even at $\pu{91 Kelvin}$ (just above the boiling point of oxygen), you would need a magnetic field of almost $\pu{150 T}$; still well out of range.

1 I'm making an assumption here that the gas is sufficiently diffuse that we can ignore the magnetic interactions between the molecules.  A better approximation could be found by using a magnetic analog of the Clausius-Mossotti relation;  and if the gas gets sufficiently dense, then all bets are off."
How do people know HCN smells like almonds?,https://chemistry.stackexchange.com/questions/47204/how-do-people-know-hcn-smells-like-almonds,22k,"The odour threshold for hydrogen cyanide $(\ce{HCN})$ is in fact quite a bit lower than the lethal toxicity threshold. Data for $\ce{HCN}$ can be found in many places, but here and here are a couple of good references. That subset of the human population that can detect bitter almonds do so at a threshold of $0.58$ to $\pu{5 ppm}$. The lethal exposure dose is upwards of $\pu{135 ppm}$. That's a whole $\pu{100 ppm}$ range in which to detect and report the fragrant properties."
Why do elements in columns 6 and 11 assume 'abnormal' electron configurations?,https://chemistry.stackexchange.com/questions/151/why-do-elements-in-columns-6-and-11-assume-abnormal-electron-configurations,34k,"As I understand this, there are basically two effects at work here.
When you populate an $\mathrm{s}$-orbital, you add a significant amount of electron density close to the nucleus. This screens the attractive charge of the nucleus from the $\mathrm{d}$-orbitals, making them higher in energy (and more radially diffuse). The difference in energy between putting all the electrons in $\mathrm{d}$-orbitals and putting one in an $\mathrm{s}$-orbital increases as you fill the $\mathrm{d}$-orbitals.
Additionally, pairing electrons in one orbital (so, adding the second $\mathrm{s}$ electron) carries a significant energy cost in terms of Coulombic repulsion because you're adding an electron essentially in exactly the same space as there's already an electron.
I'm assuming that the effect isn't strong enough to avert fluorine having a $\mathrm{2s^2}$ occupation, and if you look at gadolinium, the effect there isn't strong enough to stop the $\mathrm{s}$ from filling (large nuclear charge and orbital extent at the nucleus is a good combination energy-wise), it does manage to make it more favourable to add the electron into the $\mathrm{5d}$ instead of the $\mathrm{4f}$ orbitals.
Also, if you take a look at tungsten vs gold, there the effect isn't strong enough for tungsten to avoid a $\mathrm{6s^2}$ occupation, but is for gold - more $\mathrm{d}$ electrons making the screening effect overcome the strong nuclear charge and enhanced nuclear penetration of an $\mathrm{s}$-orbital."
Why does F replace the axial bond in PCl5?,https://chemistry.stackexchange.com/questions/18427/why-does-f-replace-the-axial-bond-in-pcl5,12k,"Recently, there has been a lot of discussion of Bent's rule (see for example ""What is Bent's rule?"") here in SE Chem. Simply stated, the rule suggests that $\mathrm{p}$-character tends to concentrate in orbitals directed at electronegative elements.

Why does $\ce{F}$ replace an axial bond in $\ce{PCl5}$?

In order to answer this question, we need to start by understanding the bonding in $\ce{PCl5}$ and its fluorinated isomers. In introductory courses and texts, it is usually stated that $\ce{AX5}$ type molecules adopt a trigonal bipyramid geometry and are $\mathrm{sp^{3}d}$ hybridized. As the comments by Martin and permeakra point out, and as is learned in more advanced classes, this hybridization scheme is likely incorrect. There are several reasons that argue against $\mathrm{sp^{3}d}$ hybridization including: 1) the fact that $\mathrm{d}$ orbitals are relatively high in energy compared to $\mathrm{s}$ and $\mathrm{p}$ orbitals and therefore it is energetically quite costly to involve them in bonding; and 2) $\mathrm{d}$ orbitals in non-metals are very diffuse leading to poor overlap with other orbitals and any resulting bonds would be very weak.
A reasonable hybridization alternative involves what is termed hypercoordinated bonding; where 3 center, 4 electron bonds are involved. Applying this concept to $\ce{PCl5}$ we would say that the central phosphorus atom is $\mathrm{sp^2}$ hybridized.  Thus, there would be 3 $\mathrm{sp^2}$ orbitals (these will be used to create the equatorial bonds) and a $\mathrm{p}$ orbital (this will be used to create our axial bonds) emanating from the central phosphorus atom.

The $\mathrm{p}$ orbital contains 2 electrons and will form bonds to 2 ligands (chlorine or fluorine in the case at hand). For simplicity, let's say that these ligands also use $\mathrm{p}$ orbitals for bonding (but it could be any type of orbital, $\mathrm{sp^3}$ or whatever is appropriate) and each of these orbitals contains one electron for bonding. This is our 3-center-4-electron bond and its MO diagram is pictured below. Notice how the four electrons are distributed - there are two electrons in the HOMO which is a non-bonding M.O., so the bond order in this bond is reduced.

This reduced bond order in the bond using the phosphorus $\mathrm{p}$ orbital explains why the axial bonds in $\ce{AX5}$ type molecules are longer than the equatorial bonds.

Now that we understand the bonding in $\ce{PCl5}$ we can consider the case of $\ce{PCl4F}$ and how Bent's rule applies to the situation.  First, note that fluorine is more electronegative than chlorine.  As stated above, Bent's rule suggests that more electronegative ligands prefer to form bonds with orbitals that are high in $\mathrm{p}$-character. Why is this? $\mathrm{s}$-Orbitals are lower in energy than $\mathrm{p}$-orbitals. Therefore electrons are more stable (lower energy) when they are in orbitals with more $\mathrm{s}$-character. The two electrons in the $\ce{P-F}$ bond will spend more time around the electronegative fluorine and less time around phosphorus. If that's the case (and it is), why ""waste"" precious, low-energy, $\mathrm{s}$-orbital character in an orbital that doesn't have much electron density to stabilize. Instead, save that $\mathrm{p}$-character for use in phosphorus hybrid orbitals that do have more electron density around phosphorus (like the $\ce{P-Cl}$ bonds). So, as a consequence of Bent's rule, we would expect phosphorus to use the orbital with lowest $\mathrm{s}$-character, the axial $\mathrm{p}$-orbital, to form the $\ce{P-F}$ bond; and the orbitals with more $\mathrm{s}$-character, the equatorial $\mathrm{sp^2}$ orbitals, to form $\ce{P-Cl}$ bonds."
How does Walter White make pure crystal meth using a non-stereospecific reaction?,https://chemistry.stackexchange.com/questions/7489/how-does-walter-white-make-pure-crystal-meth-using-a-non-stereospecific-reaction,28k,"Intriguing question. 
First, the best yield would be achieved by selectively producing one enantiomer instead of the other. In this case, White wants D-methamphetamine (powerful psychoactive drug), not L-methamphetamine (Vicks Vapor Inhaler). Reaction processes designed to do this are known as ""asymmetric synthesis"" reactions, because they favor production of one enantiomer over the other.
The pseudoephedrine method for methamphetamine employs one of the more common methods of asymmetric synthesis, called ""chiral pool resolution"". As you state, starting with an enantiomerically-pure sample of a chiral reagent (pseudoephedrine) as the starting point allows you to preserve the chirality of the finished product, provided the chiral point is not part of any ""leaving group"" during the reaction. However, again as you show, phenylacetone is achiral, and so the P2P process cannot take advantage of this method.
There are other methods of asymmetric synthesis, however none of them seem applicable to the chemistry shown or described on TV either; none of the reagents or catalysts mentioned would work as chiral catalysts, nor are they bio- or organocatalysts. Metal complexes with chiral ligands can be used to selectively catalyze production of one enantiomer, however the aluminum-mercury amalgam is again achiral. I don't remember any mention of using organocatalysis or biocatalysis, but these are possible.
The remaining route, then, is chiral resolution; let the reaction produce the 50-50 split, then separate the two enantiomers by some means of reactionary and/or physical chemistry. This seems to be the way it works in the real world. The advantage is that most of the methods are pretty cheap and easy; the disadvantage is that your maximum possible yield is 50% (unless you can then run a racemization reaction on the undesireable half to ""reshuffle"" the chirality of that half; then your yield increases by 50% of the last increase each time you run this step on the undesirable product).
In the case of methamphetamine, this resolution is among the easiest, because methamphetamine forms a ""racemic conglomerate"" when crystallized. This means, for the non-chemists, that each enantiomer molecule prefers to crystallize with others of the same chiral species, so as the solution cools and the solvent is evaporated off, the D-methamphetamine will form one set of homogeneous crystals and the L-methamphetamine will form another set. This means that all White has to do is slow the evaporation of solvent and subsequent cooling of the pan, letting the largest possible crystals form. Then, the only remaining trick is identifying which crystals have which enantiomer (and as these crystals are translucent and ""optically active"", observing the polarization pattern of light shone through the crystals will identify which are which)."
Is iron in the brown ring compound in a +1 oxidation state?,https://chemistry.stackexchange.com/questions/374/is-iron-in-the-brown-ring-compound-in-a-1-oxidation-state,75k,"According Kinetics, Mechanism, and Spectroscopy of the Reversible Binding of
Nitric Oxide to Aquated Iron(II). An Undergraduate Text Book Reaction
Revisited
The correct structure is $\ce{ [Fe^{III}(H_2O)_5(NO^{-})]^{2+} }$
For many years it was thought that iron was reduced to $\ce{Fe^{I}}$ and $\ce{NO}$ oxidized to $\ce{NO+}$, based upon an observed magnetic moment suggestive of three unpaired electrons, however, the current thinking is that high spin $\ce{Fe^{III}}$ ($S=5/2$) antiferromagnetically couples with $\ce{NO-}$ ($S=1$) for an observed spin of $S=3/2$."
